timestamp,home_team,away_team,home_win_prob,away_win_prob,home_fair_odds,away_fair_odds,home_book_odds,away_book_odds,home_edge,away_edge,confidence
2025-10-21 22:44:43,ANA,BOS,0.5110785436547605,0.48892145634523954,1.9566464145587605,2.0453182960615974,2.0,2.0,0.02215708730952093,-0.02215708730952093,4.431417461904186
